soc,wage_50_comparison_groups,wage_10,wage_25,wage_50,education,experience,training,english,health_insurance_pct,regular_schedule_pct,full_time_pct,safety_conditions,male_75+_pct,male_pct,employment_2014,employment_2024,growth_2014_2024,growth_2014_2024_pct,growth_replacement_2014_2024
419021,31000,23400,32970,56860,1,Less than 5 years,None,4.1,0.539,0.348,0.835,5,No,0.494,83.9,85.4,1.5,0.018,7.3
474011,32000,34800,44490,57340,1,5 years or more,Moderate-term on-the-job training,4,0.799,0.292,0.946,12,Yes,0.849,101.2,109.2,8.1,0.08,36.3
435052,30000,32630,39710,58280,1,None,Short-term on-the-job training,2.9,0.851,0.849,0.904,10,No,0.606,297.4,219.4,-78.1,-0.262,57.4
333051,34000,33430,42910,58320,1,None,Moderate-term on-the-job training,4.3,0.939,0.753,0.987,12,Yes,0.865,680,714.2,34.2,0.05,258.4
537071,32000,37010,49990,58350,1,None,Moderate-term on-the-job training,2.7,0.796,0.549,0.991,12,Yes,0.946,5.1,5.3,0.2,0.034,2.8
493011,33000,34770,46720,58370,2,None,None,3.7,0.781,0.532,0.982,10,Yes,0.946,119.9,121.5,1.6,0.013,30.1
518021,33000,35400,46350,58530,1,None,Long-term on-the-job training,3.3,0.889,0.793,0.982,12,Yes,0.977,39.1,39.7,0.6,0.014,11.2
492093,30000,36860,49020,58990,2,None,Long-term on-the-job training,3.1,0.903,0.85,0.923,10,Yes,0.965,14.8,15.4,0.7,0.044,3.2
518091,30000,36090,46760,59320,1,None,Long-term on-the-job training,3.5,0.887,0.853,0.989,11,Yes,0.913,38.1,34.6,-3.5,-0.092,14.4
333052,34000,35160,46820,59670,1,None,Moderate-term on-the-job training,3.7,0.939,0.212,0.987,9,Yes,0.865,3.6,3.7,0.1,0.035,1.3
331011,35000,38030,44020,59720,1,Less than 5 years,Moderate-term on-the-job training,3.9,0.95,0.978,0.986,11,No,0.716,47.6,49.1,1.5,0.031,15.3
472011,30000,36810,47800,60120,1,None,Apprenticeship,2.9,0.739,0.726,0.991,12,Yes,1,17.4,19,1.5,0.087,4.2
471011,31000,39000,48920,62070,1,5 years or more,None,3.7,0.712,0.395,0.972,12,Yes,0.98,578.4,636.1,57.7,0.1,103.6
131031,32000,37880,47590,62980,1,None,Long-term on-the-job training,4.1,0.907,0.786,0.978,10,No,0.426,299.7,309.5,9.8,0.033,84
491011,30000,37940,48470,63010,1,Less than 5 years,None,3.9,0.877,0.68,0.986,12,Yes,0.929,447.1,471.4,24.3,0.054,113.5
499097,30000,43070,52950,63840,1,None,Moderate-term on-the-job training,3.3,0.623,0.609,0.909,12,Yes,0.957,9.5,9.5,0,-0.001,1.5
131032,32000,42770,52700,64020,2,None,Moderate-term on-the-job training,4,0.907,0.87,0.978,8,No,0.426,15.5,15.4,-0.2,-0.012,3.8
119013,30000,33110,45930,64170,1,5 years or more,None,3.1,0.418,0.153,0.928,11,Yes,0.903,929.8,911.7,-18.1,-0.019,158.4
518093,30000,39120,51430,65190,1,None,Long-term on-the-job training,2.4,0.887,0.895,0.989,11,Yes,0.913,42.4,43.4,0.9,0.022,17
518092,30000,43460,54410,66010,1,None,Long-term on-the-job training,2.9,0.887,0.803,0.989,12,Yes,0.913,16.7,16.1,-0.6,-0.034,6.3
499051,30000,36000,50160,66450,1,None,Long-term on-the-job training,2.8,0.916,0.405,0.986,11,Yes,0.99,118.6,131.6,13,0.11,60.3
119071,26200,43130,53140,68380,1,Less than 5 years,None,3.6,0.777,0.979,0.95,6,No,0.624,3.8,3.8,0,-0.006,0.8
119131,32600,54100,61450,70640,1,Less than 5 years,Moderate-term on-the-job training,4,0.821,0.73,0.951,8,No,0.654,17.3,12.8,-4.6,-0.262,3.8
536051,31200,34420,50200,70820,1,None,Moderate-term on-the-job training,4,0.904,0.636,0.97,12,Yes,0.847,26.4,26.7,0.3,0.012,7.1
518013,35000,43930,58050,71940,1,None,Long-term on-the-job training,2.8,0.946,0.84,0.988,12,Yes,0.949,41.1,38.4,-2.7,-0.066,14.1
331021,38000,41790,55400,72230,2,Less than 5 years,Moderate-term on-the-job training,3.7,0.977,0.444,0.984,12,Yes,0.957,63.5,66.8,3.3,0.052,33.4
411012,30000,36870,51160,72300,1,Less than 5 years,None,4.2,0.797,1,0.965,8,No,0.704,430.7,451,20.3,0.047,69.9
535031,25000,38570,50310,72870,2,Less than 5 years,None,3.1,0.784,0.846,0.918,12,Yes,0.977,10.3,11.1,0.8,0.075,3.5
532012,30000,34800,53330,76150,1,None,Moderate-term on-the-job training,3.7,0.856,0.191,0.804,12,Yes,0.944,43.5,48,4.5,0.105,15.1
535021,32000,38310,53450,76780,2,Less than 5 years,None,3.1,0.804,0.613,0.966,12,Yes,0.983,35.1,38.7,3.6,0.102,17.2
333021,34000,41200,53810,77210,1,Less than 5 years,Moderate-term on-the-job training,4.3,0.931,0.681,0.991,12,No,0.746,116.7,115.3,-1.4,-0.012,28.3
518012,35000,53370,67250,80840,1,None,Long-term on-the-job training,3.6,0.946,0.459,0.988,10,Yes,0.949,11.4,10.8,-0.6,-0.051,3.9
474021,25000,40140,59750,80870,1,None,Apprenticeship,3.2,0.919,0.591,0.987,12,Yes,1,20.7,23.4,2.7,0.13,5.9
331012,32000,48930,63050,82090,1,Less than 5 years,Moderate-term on-the-job training,3.9,0.966,0.711,0.996,10,Yes,0.854,108.1,112.7,4.5,0.042,43
113071,30000,50840,66060,86630,1,5 years or more,None,3.6,0.834,0.639,0.983,12,Yes,0.816,111.6,114.1,2.5,0.022,27.1
518011,35000,66520,77570,88560,1,None,Long-term on-the-job training,2.9,0.946,0.807,0.988,11,Yes,0.949,7.5,7.4,-0.1,-0.009,2.6
272031,32500,,,,0,None,Long-term on-the-job training,2.4,0.339,0.344,0.342,9,No,0.2,13,13.6,0.6,0.048,4.8
272042,30000,,,,0,None,Long-term on-the-job training,4,0.514,0.35,0.329,8,Yes,0.787,173.3,179.3,6,0.035,56.3
272099,37200,,,,0,None,Short-term on-the-job training,na,0.558,na,0.574,na,No,0.615,30,32.1,2.1,0.068,11.5
453021,30000,,,,0,None,Short-term on-the-job training,2.3,0.393,0.161,0.897,12,Yes,0.968,14.2,14.1,-0.01,-0.007,3.5
